company,address,longitude,latitude,zipcode,town,state,date_founded,date_closed,company_type,source,name_changed,year_name_changed,notes,see also
Phototron Co,"524 E. Brokaw Road, San Jose, CA",-121.908979,37.379965,,,,,,,1971 San Jose City Directory,,,,
Bendal Research and Manufacturing,"1701 Rogers Ave, San Jose, CA",-121.909606930661,37.3768976569411,,,,,,,1971 San Jose City Directory,,,,
Bonanza Industries,"1625 Almaden Road, San Jose, CA",-121.878702675496,37.3071598212073,,,,,,,1971 San Jose City Directory,,,,
Binex Automated Business Systems,"1365 W. San Carlos St, San Jose, CA",-121.912994168946,37.3235683834458,,,,,,,1973 San Jose City Directory,,,,
Information Management International,"1101 S. Winchester Blvd, San Jose, CA",-121.950117047467,37.3070467190261,,,,,,,1973 San Jose City Directory,,,,
Innerphone Computer Service,"240 Di Salvo Ave, San Jose, CA",-121.936923,37.3234661538462,,,,,,,1973 San Jose City Directory,,,,
International Integrated Systems,"1777 Hamilton Ave, San Jose, CA",-121.9086846,37.2938307,,,,,,,1973 San Jose City Directory,,,,
Intertec Co,"5019 La Honda Ave, San Jose, CA",-121.9902513998,37.3199159580971,,,,,,,1973 San Jose City Directory,,,,
Remote Computer Service,"3031 Tisch Way, San Jose, CA",-121.947998586688,37.317101324507,,,,,,,1973 San Jose City Directory,,,,
San Jose Scientific Co Inc,"421 Lano St, San Jose, CA",-121.877781696316,37.3056768691226,,,,,,,1973 San Jose City Directory,,,,
Rixon Inc,"586 N. 1st, San Jose, CA",,,,,,,,,1976 San Jose City Directory,,,,
Albion Computer Services,"4250 Williams Road, San Jose, CA",-121.978540090685,37.3081349253969,,,,,,,1976 San Jose City Directory,,,,
Bidata Services,"15660 Alum Rock Ave, San Jose, CA",-121.8608559,37.3503812,,,,,,,1976 San Jose City Directory,,,,
Computer Precision Co,"1741 Rogers Ave, San Jose, CA",-121.910134075794,37.3776361730927,,,,,,,1976 San Jose City Directory,,,,
Data Composition,"100 N. Winchester Blvd, San Jose, CA",-121.950301846154,37.3272276923077,,,,,,,1976 San Jose City Directory,,,,
Data Quantics Inc,"1743 Rogers Ave, San Jose, CA",-121.910166034141,37.3776685164805,,,,,,,1976 San Jose City Directory,,,,
Data Search Inc,"888 N. 1st Street, San Jose, CA",-121.903139625211,37.3531051268432,,,,,,,1976 San Jose City Directory,,,,
Prime Data,"4040 Moorpark Ave, San Jose, CA",-121.972662451541,37.3157980128616,,,,,,,1976 San Jose City Directory,,,,
Advanced Solutions,"100 N. Winchester Blvd, San Jose, CA",-121.950301846154,37.3272276923077,,,,,,,1976 San Jose City Directory,,,,
Bowes Computer Products,"100 Park Center Plaza, San Jose, CA",,,,,,,,,1976 San Jose City Directory,,,,
Crystal Key Punch Center,"26 S. White Road, San Jose, CA",-121.827408023693,37.3653036614737,,,,,,,1976 San Jose City Directory,,,,
Digimedics,"100 N. Winchester Blvd, San Jose, CA",-121.950301846154,37.3272276923077,,,,,,,1976 San Jose City Directory,,,,
Mighty-Mite Computer Systems,"3100 Meridian Ave, San Jose, CA",-121.905129,37.269353,,,,,,,1976 San Jose City Directory,,,,
Digicom Data Products Inc,"1440 Koll Ct, San Jose, CA",,,,,,,,,1977 San Jose City Directory,,,,
Curwick International,"1565 The Alameda, San Jose, CA",-121.916199076932,37.3349186861851,,,,,,,1977 San Jose City Directory,,,,
Doverspike Associates,"100 N. Winchester Blvd, San Jose, CA",-121.950301846154,37.3272276923077,,,,,,,1977 San Jose City Directory,,,,
General Programming,"2000 W. Hedding St, San Jose, CA",-121.934597,37.33182,,,,,,,1977 San Jose City Directory,,,,
International Data Applications,"601 N. 1st, San Jose, CA",,,,,,,,,1977 San Jose City Directory,,,,
Keystone Computer Service,"91 Bassett St, San Jose, CA",-121.895433577011,37.3413809541672,,,,,,,1977 San Jose City Directory,,,,
Scientific Time Sharing Corp,"1190 S. Bascom Ave, San Jose, CA",-121.931629451805,37.3044036654225,,,,,,,1977 San Jose City Directory,,,,
APR Systems Inc,"1550 The Alameda, San Jose, CA",-121.916120054466,37.3350918037194,,,,,,,1977 San Jose City Directory,,,,
Altos Computer Systems,"4340 Stevens Creek Blvd, San Jose, CA",-121.9423322,37.3232601,,,,,,,1977 San Jose City Directory,,,,
Cambridge Filter Corp,"1425 Foxworthy Ave, San Jose, CA",-121.891997853943,37.2749680054122,,,,,,,1977 San Jose City Directory,,,,
Data Processing Machines,"588 Emory St, San Jose, CA",-121.913926641524,37.3434917589563,,,,,,,1977 San Jose City Directory,,,,
Sunset Fibre Industries,"1501 Terminal Ave, San Jose, CA",-121.90611148811,37.3683131921177,,,,,,,1977 San Jose City Directory,,,,
US Computers,"100 N. Winchester Blvd, San Jose, CA",-121.950301846154,37.3272276923077,,,,,,,1977 San Jose City Directory,,,,
Central Scientific Co,"4300 Stevens Creek Blvd, San Jose, CA",-121.9423322,37.3232601,,,,,,,1977 San Jose City Directory,,,,
Fairchild Indstrumentation and Systems Group,"1725 Technology Drive, San Jose, CA",-121.918868351169,37.3675781368491,,,,,,,1977 San Jose City Directory,,,,
Computer Aero Van Inc,"2171 Paragon Drive, San Jose, CA",-121.908425894687,37.3879018688096,,,,,,,1979 San Jose City Directory,,,,
Computer Application Corp,"4960 Hamilton Ave, San Jose, CA",-121.9086846,37.2938307,,,,,,,1979 San Jose City Directory,,,,
Data System of California,"954 Chestnut St, San Jose, CA",-121.917571906206,37.3465934281694,,,,,,,1979 San Jose City Directory,,,,
Design Data Systems Inc,"4300 Stevens Creek Blvd, San Jose, CA",-121.9423322,37.3232601,,,,,,,1979 San Jose City Directory,,,,
C & L Terminals,"1450 Koll Circle, San Jose, CA",-121.908109181818,37.365887,,,,,,,1979 San Jose City Directory,,,,
California Business Computer Corp,"825 W. Hamilton Ave, San Jose, CA",-121.9820188,37.2936431,,,,,,,1979 San Jose City Directory,,,,
Diversified Data Systems Inc,"996 Minnesota Ave, San Jose, CA",-121.894964838793,37.3049313498686,,,,,,,1979 San Jose City Directory,,,,
GP Systems,"2325 Paragon Drive, San Jose, CA",-121.909030641963,37.3915650626222,,,,,,,1979 San Jose City Directory,,,,
Software International,"4320 Stevens Creek Blvd, San Jose, CA",-121.9423322,37.3232601,,,,,,,1979 San Jose City Directory,,,,
Typology Incorporated,"1018 Lincoln Ave, San Jose, CA",-121.903125618477,37.3114738646826,,,,,,,1979 San Jose City Directory,,,,
Radiation Power Systems,"840 Charcot Ave, San Jose, CA",-121.909571635177,37.3856478679118,,,,,,,1979 San Jose City Directory,,,,
